scr_selcode,sub_name,scr_credit,scj_scr_mso,cls_name,scr_period,scr_precnt,scr_acptcnt,scr_remarks
1058,機械設計(二),3,必修,機電三乙,(一)02-04 語103 朱智義,70,69, 
1059,機械工程實驗(二),1,必修,機電三乙,"(一)11-13 忠206 詹彥信,王啟昌",70,60, 
1060,田口方法原理與應用,2,選修,機電三乙,(三)03-04 工416 羅致卿,60,20,
1061,先進模造技術與實務操作,3,選修,機電三乙,(三)02-04 工209 彭信舒,24,22,
1062,非破壞性檢驗,3,選修,機電三乙,(二)11-13 忠209 王姿蘋,60,28,
1063,流體動力學,3,選修,機電三乙,(一)06-08 忠204 劉明山,60,21,
1064,專業實習導論,1,選修,機電三乙,(一)00     未排教室 戴國政,60,0,
1065,智慧自動化技術與實務,3,選修,機電三乙,(三)06-08 建101A 陳秋宏,36,24,
1066,電腦輔助設計,2,選修,機電三乙,(三)07-08 工209 詹彥信,24,23,
1067,雷射工程導論,3,選修,機電三乙,(三)02-04 語202 林源堂,60,56,
1068,精密光學元件製造技術導論,3,選修,機電三乙,(三)06-08 語203 黃立倫,60,52,
1069,機電整合,3,選修,機電三乙,(三)02-04 理203(數電腦室) 何志成,32,18,
3525,加熱系統之設計原理及產業應用,3,選修,機電三乙,"(二)11-13 工209 詹彥信,吳晏城",20,12,此門課為學碩合班上課，請至機電系辦理選課。
3624,機械量測學,3,選修,機電三乙,(四)11-13 忠309 蔡文卿,60,54,
1070,奈米材料與奈米元件概論,3,選修,機電四甲,(二)07-09 忠204 林孟儒,60,23,
1071,學期專業實習(三),3,選修,機電四甲,(四)00     未排教室 戴國政,60,11,限機電系大學部學生加選，請至機電系辦理選課。
1072,學期專業實習(二),3,選修,機電四甲,(三)00     未排教室 戴國政,60,11,限機電系大學部學生加選，請至機電系辦理選課。
1073,學期專業實習(一),3,選修,機電四甲,(二)00     未排教室 戴國政,60,11,限機電系大學部學生加選，請至機電系辦理選課。
1074,振動學,3,選修,機電四甲,(二)07-09 工209 朱智義,36,13,
1075,新科技之進化與應用(二),2,選修,機電四甲,(一)06-07 語203 楊錦成,60,42,
1076,量測與信號處理,3,選修,機電四甲,(三)11-13 工319(電腦實習室) 王坤卿,60,15,
1077,精密機械設計與製造實務,3,選修,機電四甲,"(二)11-13 忠208 繆武良,賴泳龍,蕭錫鴻",60,26,
1078,學年專業實習(六),3,選修,機電四甲,(日)00     未排教室 戴國政,60,1,限機電系大學部學生加選，請至機電系辦理選課。
1079,學年專業實習(四),3,選修,機電四甲,(五)00     未排教室 戴國政,60,1,限機電系大學部學生加選，請至機電系辦理選課。
1080,學年專業實習(五),3,選修,機電四甲,(六)00     未排教室 戴國政,60,1,限機電系大學部學生加選，請至機電系辦理選課。
3625,電腦輔助結構分析,3,選修,機電四甲,(四)10-12 工209 李進順,24,23,
1070,奈米材料與奈米元件概論,3,選修,機電四乙,(二)07-09 忠204 林孟儒,60,23,
1071,學期專業實習(三),3,選修,機電四乙,(四)00     未排教室 戴國政,60,11,限機電系大學部學生加選，請至機電系辦理選課。
1072,學期專業實習(二),3,選修,機電四乙,(三)00     未排教室 戴國政,60,11,限機電系大學部學生加選，請至機電系辦理選課。
1073,學期專業實習(一),3,選修,機電四乙,(二)00     未排教室 戴國政,60,11,限機電系大學部學生加選，請至機電系辦理選課。
1074,振動學,3,選修,機電四乙,(二)07-09 工209 朱智義,36,13,
1075,新科技之進化與應用(二),2,選修,機電四乙,(一)06-07 語203 楊錦成,60,42,
1076,量測與信號處理,3,選修,機電四乙,(三)11-13 工319(電腦實習室) 王坤卿,60,15,
1077,精密機械設計與製造實務,3,選修,機電四乙,"(二)11-13 忠208 繆武良,賴泳龍,蕭錫鴻",60,26,
1078,學年專業實習(六),3,選修,機電四乙,(日)00     未排教室 戴國政,60,1,限機電系大學部學生加選，請至機電系辦理選課。
1079,學年專業實習(四),3,選修,機電四乙,(五)00     未排教室 戴國政,60,1,限機電系大學部學生加選，請至機電系辦理選課。
1080,學年專業實習(五),3,選修,機電四乙,(六)00     未排教室 戴國政,60,1,限機電系大學部學生加選，請至機電系辦理選課。
3625,電腦輔助結構分析,3,選修,機電四乙,(四)10-12 工209 李進順,24,23,
1070,奈米材料與奈米元件概論,3,選修,機電四丙,(二)07-09 忠204 林孟儒,60,23,
1071,學期專業實習(三),3,選修,機電四丙,(四)00     未排教室 戴國政,60,11,限機電系大學部學生加選，請至機電系辦理選課。
1072,學期專業實習(二),3,選修,機電四丙,(三)00     未排教室 戴國政,60,11,限機電系大學部學生加選，請至機電系辦理選課。
1073,學期專業實習(一),3,選修,機電四丙,(二)00     未排教室 戴國政,60,11,限機電系大學部學生加選，請至機電系辦理選課。
1074,振動學,3,選修,機電四丙,(二)07-09 工209 朱智義,36,13,
1075,新科技之進化與應用(二),2,選修,機電四丙,(一)06-07 語203 楊錦成,60,42,
1076,量測與信號處理,3,選修,機電四丙,(三)11-13 工319(電腦實習室) 王坤卿,60,15,
1077,精密機械設計與製造實務,3,選修,機電四丙,"(二)11-13 忠208 繆武良,賴泳龍,蕭錫鴻",60,26,
1078,學年專業實習(六),3,選修,機電四丙,(日)00     未排教室 戴國政,60,1,限機電系大學部學生加選，請至機電系辦理選課。
1079,學年專業實習(四),3,選修,機電四丙,(五)00     未排教室 戴國政,60,1,限機電系大學部學生加選，請至機電系辦理選課。
1080,學年專業實習(五),3,選修,機電四丙,(六)00     未排教室 戴國政,60,1,限機電系大學部學生加選，請至機電系辦理選課。
1081,專題討論(二),1,必修,機械碩一,(一)08     工204 蔡忠杓,10,26, 
1082,先進製程與系統分析,3,選修,機械碩一,(四)02-04 工209 彭信舒,10,17,
1084,智慧製造應用與實作,3,選修,機械碩一,(四)07-09 工209 陳子夏,10,12,
1085,微機電系統導論與製程,3,選修,機械碩一,(二)06-08 工204 劉顯光,10,19,
1086,智慧型系統,3,選修,機械碩一,(三)07-09 工204 周至宏,10,19,
1087,機器學習方法與工業應用,3,選修,機械碩一,(三)02-04 工204 袁長安,10,13,
3526,加熱系統之設計原理及產業應用,3,選修,機械碩一,"(二)11-13 工209 詹彥信,吳晏城",10,14,此門課為學碩合班上課，請至機電系辦理選課。
3626,前瞻材料與積層製造技術,3,選修,機械碩一,(五)02-04 工209 魏立儒,10,18,
3627,先進自動化系統應用與實務,3,選修,機械碩一,(三)11-13 工209,10,11,
1088,碩士論文,0,必修,機械碩二,(六)00     未排教室,0,24, 
1090,班級活動,0,必修,纖複一,(一)09     忠203 莊瑀珺,60,46, 
1091,體育(二),1,必修,纖複一,(三)03-04 體館403(第二健身室) 汪在莒,60,58,課程內容：基礎重訓，上課地點：體育館4F健身房
1092,有機化學(一),3,必修,纖複一,(一)02     工416 (二)08-09 工416 廖盛焜,70,62,
1093,研發專論暨工程倫理,1,必修,纖複一,(一)10     忠203 陳協志,68,58,
1094,計算機程式－VB,2,必修,纖複一,(四)01-02 工319(電腦實習室) 李維平,60,63,
1095,普通化學(二),2,必修,纖複一,(四)06-08 忠203 陳文正,68,50,
1096,普通化學實驗(二),1,必修,纖複一,(三)06     工302 (三)07-08 工202(化學實驗室) 張棋榕,60,48, 
1097,普通物理實驗,1,必修,纖複一,(五)02-04 科航102(物實驗室二) 楊嘉會,65,51,
1098,微積分(二)實習,0,必修,纖複一,(二)02     語205,60,47,
1099,微積分(二),2,必修,纖複一,(一)06-08 忠203 黃新峰,60,47,
1100,纖維材料學,2,必修,纖複一,(一)03-04 工416 林佳弘,70,52, 
3486,國防科技,1,必修,纖複一,"(三)01-02 資電B22(視聽室) 賴昆厚,黃吉益",60,168, 
1101,班級活動,0,必修,纖複二甲,(一)09     忠301 陳協志,45,35, 
1102,工程數學(二),2,必修,纖複二甲,(三)06-07 忠208 李維平,60,48, 
1103,人造纖維工程(一),2,必修,纖複二甲,(三)03-04 忠302 莊瑀珺,45,38, 
1104,高分子物理,3,必修,纖複二甲,(二)03-04 忠208 (三)02     忠302 黃建霖,45,35, 
1105,數位設計圖學及其應用(二),1,必修,纖複二甲,(二)09-10 科航504 林子楓,60,37, 
1106,複合材料學,3,必修,纖複二甲,(四)02-04 忠208 邱長塤,60,43, 
1107,纖維化學(二),2,必修,纖複二甲,(四)06-07 工108 林子楓,60,51, 
1108,纖維與高分子材料實習,1,必修,纖複二甲,(三)08-09 忠208 黃建霖,60,34, 
1117,紡紗工程實習(二),1,選修,纖複二甲,(二)06-07 忠302 張錦雯,45,36,
3534,印染和整理的當前技術,2,選修,纖複二甲,(四)08-09 忠204 簡志偉,60,55,
1109,班級活動,0,必修,纖複二乙,(一)09     忠303 楊孝淳,60,33, 
1110,工程數學(二),2,必修,纖複二乙,(二)03-04 忠209 李維平,70,36, 
1111,人造纖維工程(一),2,必修,纖複二乙,(四)06-07 忠204 莊瑀珺,60,35, 
1112,高分子物理,3,必修,纖複二乙,(二)02     忠208 (四)03-04 語203 黃建霖,60,32, 
1113,數位設計圖學及其應用(二),1,必修,纖複二乙,(三)03-04 工319(電腦實習室) 林子楓,60,30, 
1114,複合材料學,3,必修,纖複二乙,(一)02-04 工303 陳文正,70,37, 
1115,纖維化學(二),2,必修,纖複二乙,(三)08-09 忠209 林子楓,70,35, 
1116,纖維與高分子材料實習,1,必修,纖複二乙,(三)06-07 忠209 黃建霖,60,33, 
1117,紡紗工程實習(二),1,選修,纖複二乙,(二)06-07 忠302 張錦雯,45,36,
3534,印染和整理的當前技術,2,選修,纖複二乙,(四)08-09 忠204 簡志偉,60,55,
3629,機動學,3,選修,纖複二合,(五)06-08 忠204 陳錦茂,60,49,
1118,大三英文,2,必修,纖複三甲,(一)06-07 忠210 李欣怡,60,35, 
1119,材料力學(二),2,必修,纖複三甲,(四)06-07 忠310 楊孝淳,45,35, 
1120,高分子物理,3,必修,纖複三甲,(四)02-04 語405 陳安邦,60,41, 
1121,複合材料實習(一),1,必修,纖複三甲,(三)06-07 忠301 邱長塤,45,35, 
1122,複合材料力學,2,必修,纖複三甲,(三)03-04 語405 李維平,70,37, 
1123,纖維物理(二),2,必修,纖複三甲,(二)06-07 忠210 陳協志,68,56, 
1124,纖維整理製程(一),2,必修,纖複三甲,(二)03-04 忠302 楊孝淳,45,37, 
1132,有機光電材料概論,3,選修,纖複三甲,(一)02-04 工302 王維漢,60,11,
1133,高分子加工,2,選修,纖複三甲,(一)08-09 忠210 王維漢,60,22,
1134,紡織結構複合材料,2,選修,纖複三甲,(二)11-12 忠205 江天保,60,44,
1135,專題設計與實作(二),1,選修,纖複三甲,"(一)00     未排教室 李維平,林子楓,邱長塤,楊孝淳,陳文正,林佳弘,黃建霖,陳協志",100,70,"本課程僅限纖複系學士班三年級學生修習,並請至纖複系辦公室現場辦理加退選。"
3533,機械設計中的纖維增強複合材料結構力學,2,選修,纖複三甲,(三)08-09 忠204 鮑力民,60,23, 
1125,大三英文,2,必修,纖複三乙,(一)06-07 忠211 陳柏軒,60,35, 
1126,材料力學(二),2,必修,纖複三乙,(三)03-04 語203 楊孝淳,60,39, 
1127,高分子物理,3,必修,纖複三乙,(五)02-04 忠303 陳安邦,60,42, 
1128,複合材料實習(一),1,必修,纖複三乙,(四)06-07 忠208 邱長塤,60,38, 
1129,複合材料力學,2,必修,纖複三乙,(二)06-07 語105 李維平,70,42, 
1130,纖維物理(二),2,必修,纖複三乙,(四)08-09 忠208 陳協志,60,42, 
1131,纖維整理製程(一),2,必修,纖複三乙,(三)06-07 忠203 楊孝淳,68,39, 
1132,有機光電材料概論,3,選修,纖複三乙,(一)02-04 工302 王維漢,60,11,
1133,高分子加工,2,選修,纖複三乙,(一)08-09 忠210 王維漢,60,22,
1134,紡織結構複合材料,2,選修,纖複三乙,(二)11-12 忠205 江天保,60,44,
1135,專題設計與實作(二),1,選修,纖複三乙,"(一)00     未排教室 李維平,林子楓,邱長塤,楊孝淳,陳文正,林佳弘,黃建霖,陳協志",100,70,"本課程僅限纖複系學士班三年級學生修習,並請至纖複系辦公室現場辦理加退選。"
3533,機械設計中的纖維增強複合材料結構力學,2,選修,纖複三乙,(三)08-09 忠204 鮑力民,60,23, 
1136,土木用補強材料,3,選修,纖複四甲,(四)11-13 忠209 賴美鳳,60,15,
1137,學期專業實習(三),3,選修,纖複四甲,(三)00     未排教室 陳協志,60,7,
1138,學期專業實習(二),3,選修,纖複四甲,(三)00     未排教室 陳協志,60,7,
1139,學期專業實習(一),3,選修,纖複四甲,(三)00     未排教室 陳協志,60,7,
1140,界面活性化學(二),2,選修,纖複四甲,(一)03-04 忠205 廖盛焜,70,14,
1136,土木用補強材料,3,選修,纖複四乙,(四)11-13 忠209 賴美鳳,60,15,
1137,學期專業實習(三),3,選修,纖複四乙,(三)00     未排教室 陳協志,60,7,
1138,學期專業實習(二),3,選修,纖複四乙,(三)00     未排教室 陳協志,60,7,
1139,學期專業實習(一),3,選修,纖複四乙,(三)00     未排教室 陳協志,60,7,
1140,界面活性化學(二),2,選修,纖複四乙,(一)03-04 忠205 廖盛焜,70,14,
1141,書報討論(二),1,必修,纖複碩一,(一)07     工410 楊孝淳,30,26, 
1142,專題討論(二),1,必修,纖複碩一,(一)08     工410 陳文正,30,20, 
1143,有機生醫材料,3,選修,纖複碩一,(三)11-13 忠202 柯錦和,30,11,
1144,色彩物理學,3,選修,纖複碩一,(三)06-08 工410 廖盛焜,30,13,
1146,高等染色化學,3,選修,纖複碩一,(五)12-14 忠203 張丕勳,60,19,
1147,高等織造工程學,3,選修,纖複碩一,(二)06-08 工410 莊瑀珺,30,8,
1148,高等高性能纖維,3,選修,纖複碩一,(二)11-13 忠202 呂柏青,30,10,
1149,複合材料製程設計與分析,3,選修,纖複碩一,(五)02-04 工410 邱長塤,30,5,
1150,碩士論文,0,必修,纖複碩二,(六)00     未排教室,0,20, 
1151,高等非織物工程學,3,選修,纖複碩二,(一)11-13 忠202 周光輝,30,7,
1152,書報討論(二),1,必修,纖複博一,(二)08     工223 陳文正,15,4, 
1153,專題討論(二),1,必修,纖複博一,(二)09     工223 林佳弘,15,4, 
1155,書報討論(四),1,必修,纖複博二,(二)08     工223 陳文正,0,2,與纖複博一書報討論(二)合班上課
1156,博士論文,0,必修,纖複博二,(六)00     未排教室,0,12, 
1157,功能性紡織品製程評估,3,選修,纖複博二,"(四)11-13 工410 林佳弘,樓靜文",15,10,
1158,專題討論(四),1,選修,纖複博二,(二)09     工223 林佳弘,15,4,與纖複博一專題討論(二)合班上課
1159,班級活動,0,必修,工業一甲,(三)05     工108 王姿惠,60,52, 
1160,體育(二),1,必修,工業一甲,(三)01-02 體館301(主球場) 盧廷峻,60,56,課程內容：羽球，上課地點：體育館3F球場
1161,生產管理導論,3,必修,工業一甲,(二)06-08 工302 王逸琦,60,56, 
1162,線性代數,3,必修,工業一甲,(二)09     忠203 (五)01-02 科航201 魏傳昇,60,56, 
1163,應用程式設計,3,必修,工業一甲,(二)02-04 工316 王履梅,60,62, 
1170,管理學,3,選修,工業一甲,(五)06-08 工303 莊文傑,60,56, 
3497,國防科技,1,必修,工業一甲,"(五)03-04 科航B102 陳怡君,蔡坤清",60,117, 
1164,班級活動,0,必修,工業一乙,(三)05     工302 周哲維,60,48, 
1165,體育(二),1,必修,工業一乙,(二)03-04 戶外籃球場 盧廷峻,60,39,課程內容：籃球/游泳，上課地點：戶外籃球場/游泳池
1166,生產管理導論,3,必修,工業一乙,(三)02-04 工302 王逸琦,60,50, 
1167,電腦輔助繪圖與應用,3,必修,工業一乙,(一)06-08 工319(電腦實習室) 林棋瑋,60,60, 
1168,線性代數,3,必修,工業一乙,(三)01     忠211 (五)01-02 科航202 黃同瑤,60,60, 
1169,應用程式設計,3,必修,工業一乙,(一)02-04 工319(電腦實習室) 王履梅,60,64, 
1170,管理學,3,選修,工業一乙,(五)06-08 工303 莊文傑,60,56, 
3497,國防科技,1,必修,工業一乙,"(五)03-04 科航B102 陳怡君,蔡坤清",60,117, 
1171,班級活動,0,必修,工業二甲,(三)05     忠501 林暘桂,60,53, 
1172,工程經濟(二),2,必修,工業二甲,(四)03-04 工416 郭修暐,60,55, 
1173,工程統計(二),3,必修,工業二甲,(二)03     工416 (四)06-07 語206 林棋瑋,60,54, 
1174,作業研究(二),3,必修,工業二甲,(三)02-04 忠501 林暘桂,60,53, 
1175,資料庫設計,3,必修,工業二甲,(二)06-08 工319(電腦實習室) 楊士霆,60,58, 
1181,創意研發專論,3,選修,工業二甲,(三)06-08 工504 丘紀堇,60,29,
1182,製造技術專題,3,選修,工業二甲,(五)06-08 工416 王議弘,60,67, 
1176,班級活動,0,必修,工業二乙,(二)09     忠501 陳兆衡,60,54, 
1177,工程經濟(二),2,必修,工業二乙,(五)03-04 工416 郭修暐,60,54, 
1178,工程統計(二),3,必修,工業二乙,(二)04     工416 (四)03-04 語206 林棋瑋,60,57, 
1179,作業研究(二),3,必修,工業二乙,(二)06-08 忠501 林暘桂,60,54, 
1180,資料庫設計,3,必修,工業二乙,(三)02     紀302(電腦實習室) (三)02     紀303(電腦實習室) (三)03     紀302(電腦實習室) (三)03     紀303(電腦實習室) (三)04     紀302(電腦實習室) (三)04     紀303(電腦實習室) 楊士霆,60,57, 
1181,創意研發專論,3,選修,工業二乙,(三)06-08 工504 丘紀堇,60,29,
1182,製造技術專題,3,選修,工業二乙,(五)06-08 工416 王議弘,60,67, 
1183,人因工程實驗,0,必修,工業三甲,(五)06-08 工316,60,55, 
1184,人因工程,3,必修,工業三甲,"(五)02-04 工316 唐國豪,蔡麗珍",60,55, 
1185,作業研究(二),3,必修,工業三甲,(三)06-08 工303 周育樂,60,61, 
1186,專案管理導論,3,必修,工業三甲,(一)02-04 語205 莊文傑,60,53,不開放外系選課
1187,模擬學,3,必修,工業三甲,(二)06-08 工316 周哲維,60,53, 
1192,生產排程,3,選修,工業三甲,(四)06-08 工302 周育樂,60,37, 
1193,品質工程,3,選修,工業三甲,(四)02-04 工302 王姿惠,60,33, 
1188,作業研究(二),3,必修,工業三乙,"(一)06-08 忠501 林暘桂,周育樂",60,57, 
1189,品質管制,3,必修,工業三乙,(三)02-04 工108 王姿惠,60,60, 
1190,專案管理導論,3,必修,工業三乙,(二)02-04 語103 莊文傑,60,53,工學館教室(不開放外系選課)
1191,模擬學,3,必修,工業三乙,(三)06-08 工316 周哲維,60,54, 
1192,生產排程,3,選修,工業三乙,(四)06-08 工302 周育樂,60,37, 
1193,品質工程,3,選修,工業三乙,(四)02-04 工302 王姿惠,60,33, 
1194,全球運籌管理,3,選修,工業四甲,(三)02-04 忠202 莊文傑,40,35,工學館教室
1195,系統資料分析與建模,3,選修,工業四甲,(一)11-13 工316 謝逢祐,60,41,
1196,學期專業實習(三),3,選修,工業四甲,"(六)03     未排教室 陳兆衡,丘紀堇,林棋瑋,蕭堯仁",60,16,需參加本系專業實習導論課程，不開放外系
1197,學期專業實習(二),3,選修,工業四甲,"(六)02     未排教室 陳兆衡,丘紀堇,林棋瑋,蕭堯仁",60,16,需參加本系專業實習導論課程，不開放外系
1198,學期專業實習(一),3,選修,工業四甲,"(六)01     未排教室 陳兆衡,丘紀堇,林棋瑋,蕭堯仁",60,16,需參加本系專業實習導論課程，不開放外系
1199,產品發展管理,3,選修,工業四甲,(四)07-09 工509 郭修暐,60,19,
1194,全球運籌管理,3,選修,工業四乙,(三)02-04 忠202 莊文傑,40,35,工學館教室
1195,系統資料分析與建模,3,選修,工業四乙,(一)11-13 工316 謝逢祐,60,41,
1196,學期專業實習(三),3,選修,工業四乙,"(六)03     未排教室 陳兆衡,丘紀堇,林棋瑋,蕭堯仁",60,16,需參加本系專業實習導論課程，不開放外系
1197,學期專業實習(二),3,選修,工業四乙,"(六)02     未排教室 陳兆衡,丘紀堇,林棋瑋,蕭堯仁",60,16,需參加本系專業實習導論課程，不開放外系
1198,學期專業實習(一),3,選修,工業四乙,"(六)01     未排教室 陳兆衡,丘紀堇,林棋瑋,蕭堯仁",60,16,需參加本系專業實習導論課程，不開放外系
1199,產品發展管理,3,選修,工業四乙,(四)07-09 工509 郭修暐,60,19,
1200,專題討論(二),1,必修,工業碩一,(一)08     工504 蕭堯仁,30,24, 
1201,永續製造與生態創新,1,選修,工業碩一,(五)02     工509 陳兆衡,20,21,
1202,產業專利實務,1,選修,工業碩一,(二)02     工504 丘紀堇,30,5,
1203,碩士論文,0,必修,工業碩二,(六)00     未排教室 王逸琦,0,25, 
1204,科技投資分析,3,選修,工業碩二,(三)06-08 工509 郭修暐,20,30,
1205,高等系統模擬學,3,選修,工業碩二,(四)06-08 工316 周哲維,20,24, 
1206,高等品質管制,3,選修,工業碩二,(二)06-08 工509 王姿惠,20,24, 
1207,獨立研究(一),3,必修,工業博一,(五)11-13 未排教室,0,5, 
1208,博士論文,0,必修,工業博二,(日)00     未排教室 王逸琦,0,5, 
1322,班級活動,0,必修,化工一甲,(一)05     學101 朱建威,65,53, 
1323,體育(二),1,必修,化工一甲,(二)01-02 體124(網球場) 楊雅琪,60,51,課程內容：網球，上課內容：網球場
1324,普通化學(二),3,必修,化工一甲,(四)08-10 學415 曾琮瑋,70,67, 
1325,普通化學實驗(二),1,必修,化工一甲,(二)06     工108 (二)07-08 工202(化學實驗室) 陳志賢,60,60, 
1326,普通物理(二),2,必修,化工一甲,(四)06-07 學415 洪耀正,65,58, 
1327,普通物理實驗(二),1,必修,化工一甲,(一)02-04 科航104(物實驗室四) 胡水上,65,57, 
1328,微積分(二)實習,0,必修,化工一甲,(三)08-09 理404 陳珮綺,60,57, 
1329,微積分(二),3,必修,化工一甲,(三)06-07 理404 (四)01-02 語301 唐永立,60,57, 
1330,質能均衡,3,必修,化工一甲,(三)02-04 學319 張振昌,60,56, 
3496,國防科技,1,必修,化工一甲,"(五)01-02 紀204(第一國會廳) 曾桔炫,葉宏彥",60,108, 
1331,班級活動,0,必修,化工一乙,(一)05     學515 簡彰胤,65,54, 
1332,體育(二),1,必修,化工一乙,(二)03-04 體館202(第二舞蹈室) 劉品坊,60,60,課程內容：瑜珈提斯，上課地點：體育館2F第二舞蹈室
1333,普通化學(二),3,必修,化工一乙,(一)07-09 學515 張棋榕,70,61, 
1334,普通化學實驗(二),1,必修,化工一乙,(四)06     工303 (四)07-08 工202(化學實驗室) 張振昌,60,57, 
1335,普通物理(二),2,必修,化工一乙,(三)08-09 學515 楊嘉會,65,66, 
1336,普通物理實驗(二),1,必修,化工一乙,(三)02-04 科航103(物實驗室三) 歐陽嶽,65,55, 
1337,微積分(二)實習,0,必修,化工一乙,(五)03-04 紀209B 陳珮綺,60,54, 
1338,微積分(二),3,必修,化工一乙,(二)01-02 學519 (三)06-07 學515 黃同瑤,60,54, 
1339,質能均衡,3,必修,化工一乙,(一)02-04 學515 張振昌,60,58, 
3496,國防科技,1,必修,化工一乙,"(五)01-02 紀204(第一國會廳) 曾桔炫,葉宏彥",60,108, 
1340,班級活動,0,必修,化工二甲,(一)05     學102 吳石乙,65,61, 
1341,工程數學(二),3,必修,化工二甲,(二)03-04 學319 (三)03     學102 林永森,70,64, 
1342,有機化學實驗(二),1,必修,化工二甲,(三)07-09 工401 曾琮瑋,65,63, 
1343,有機化學(二),3,必修,化工二甲,(一)01-02 學102 (三)04     學102 陳奎佑,86,86, 
1344,物理化學(二),3,必修,化工二甲,(一)03-04 學102 (二)10     學105 朱建威,78,77, 
1345,單元操作(一),3,必修,化工二甲,(二)08-09 學105 (三)06     學105 施志欣,78,61, 
1352,生醫材料與再生醫學概論,3,選修,化工二甲,(三)01-02 學102 (五)01     學105 李亦宸,78,61,
1353,尖端材料概論,2,選修,化工二甲,(四)12-13 忠205 邱政文,60,57,
1354,塗料化學,3,選修,化工二甲,(三)11-13 忠205 黃義欽,70,63,
1355,觸媒化學,3,選修,化工二甲,(一)07-09 學415 簡彰胤,60,43,
1346,班級活動,0,必修,化工二乙,(一)05     學415 陳志賢,65,61, 
1347,工程數學(二),3,必修,化工二乙,(一)03-04 學415 (三)04     學105 林永森,70,61, 
1348,有機化學實驗(二),1,必修,化工二乙,(四)02-04 工401 陳志賢,65,61, 
1349,有機化學(二),3,必修,化工二乙,(二)01-02 學105 (三)03     學105 陳奎佑,78,73, 
1350,物理化學(二),3,必修,化工二乙,(二)08-09 學104 (三)07     學104 朱建威,78,71, 
1351,單元操作(一),3,必修,化工二乙,(五)02-04 學105 施志欣,78,70, 
1352,生醫材料與再生醫學概論,3,選修,化工二乙,(三)01-02 學102 (五)01     學105 李亦宸,78,61,
1353,尖端材料概論,2,選修,化工二乙,(四)12-13 忠205 邱政文,60,57,
1354,塗料化學,3,選修,化工二乙,(三)11-13 忠205 黃義欽,70,63,
1355,觸媒化學,3,選修,化工二乙,(一)07-09 學415 簡彰胤,60,43,
1356,化學反應工程,3,必修,化工三甲,(二)08-09 學319 (四)03     學104 吳石乙,70,69, 
1357,物理化學實驗(二),1,必修,化工三甲,(三)01-03 工502 簡彰胤,65,58, 
1358,書報討論,1,必修,化工三甲,(四)07     學515 李亦宸,70,64, 
1359,程序設計(一),2,必修,化工三甲,"(四)01-02 學104 曾怡享,吳石乙",75,69, 
1360,單元操作(三),3,必修,化工三甲,(二)06-07 學519 (四)04     學104 蘇昱瑋,88,75, 
1366,化工程序模擬,3,選修,化工三甲,(五)06-08 理203(數電腦室) 袁維勵,60,15, 
1367,化工分離工程,3,選修,化工三甲,(三)06     學101 (四)08-09 學515 簡彰胤,60,30,
1368,有機光電材料概論,3,選修,化工三甲,(一)06-08 忠305 蘇啟榮,126,121, 
1369,界面活性劑應用,3,選修,化工三甲,(四)12-14 忠211 牟隽月,70,46,
1370,專題研究(一),1,選修,化工三甲,"(一)00     未排教室 (二)00     未排教室 (三)00     未排教室 (四)00     未排教室 (五)00     未排教室 (六)00     未排教室 李亦宸,翁于晴,林永森,曾琮瑋,張棋榕,簡彰胤,施志欣,曾怡享,陳志賢",60,20,
1371,電化學,3,選修,化工三甲,(三)07-09 學101 翁于晴,60,15,
1372,儀器分析,2,選修,化工三甲,(二)03-04 語203 李亦宸,60,31,
1361,化學反應工程,3,必修,化工三乙,(一)03-04 學105 (四)04     學105 吳石乙,78,62, 
1362,物理化學實驗(二),1,必修,化工三乙,(五)02-04 工502 簡彰胤,70,61, 
1363,書報討論,1,必修,化工三乙,(四)02     學105 李亦宸,70,62, 
1364,程序設計(一),2,必修,化工三乙,"(三)01-02 學105 曾怡享,吳石乙",68,55, 
1365,單元操作(三),3,必修,化工三乙,(二)01-02 語207 (四)03     學105 蘇昱瑋,78,66, 
1366,化工程序模擬,3,選修,化工三乙,(五)06-08 理203(數電腦室) 袁維勵,60,15, 
1367,化工分離工程,3,選修,化工三乙,(三)06     學101 (四)08-09 學515 簡彰胤,60,30,
1368,有機光電材料概論,3,選修,化工三乙,(一)06-08 忠305 蘇啟榮,126,121, 
1369,界面活性劑應用,3,選修,化工三乙,(四)12-14 忠211 牟隽月,70,46,
1370,專題研究(一),1,選修,化工三乙,"(一)00     未排教室 (二)00     未排教室 (三)00     未排教室 (四)00     未排教室 (五)00     未排教室 (六)00     未排教室 李亦宸,翁于晴,林永森,曾琮瑋,張棋榕,簡彰胤,施志欣,曾怡享,陳志賢",60,20,
1371,電化學,3,選修,化工三乙,(三)07-09 學101 翁于晴,60,15,
1372,儀器分析,2,選修,化工三乙,(二)03-04 語203 李亦宸,60,31,
1373,單元操作實驗(二),1,必修,化工四甲,(三)07-09 工418 施志欣,65,52, 
1375,學期校外專業實習(一),3,選修,化工四甲,"(一)00     未排教室 李亦宸,袁維勵,翁于晴,林永森",60,3, 
1376,學期校外專業實習(二),3,選修,化工四甲,"(二)00     未排教室 李亦宸,袁維勵,翁于晴,林永森",60,3,
1377,學期校外專業實習(三),3,選修,化工四甲,"(三)00     未排教室 李亦宸,袁維勵,翁于晴,林永森",60,3,
1374,單元操作實驗(二),1,必修,化工四乙,(四)07-09 工418 施志欣,65,53, 
